trade_id,broker_id,client_id,transaction_amount,product_type,date,status
T000923,B001,C0020,84072.16,Forex,2024-02-21,completed
T000924,B004,C0045,342638.18,Bond,2024-03-03,completed
T000925,B006,C0007,11914.01,Bond,2024-01-10,pending
T000926,B002,C0014,64118.18,Bond,2024-03-14,completed
T000927,B010,C0009,675006.6,Equity,2024-03-21,completed
T000928,B005,C0019,8721.42,Forex,2024-03-28,completed
T000929,B010,C0047,2202.7,Bond,2024-01-07,completed
T000930,B001,C0014,1312.89,Equity,2024-01-20,completed
T000931,B006,C0038,64155.69,Equity,2024-01-20,completed
T000932,B006,C0036,1306.72,Equity,2024-03-13,completed
T000933,B004,C0040,12600.87,Forex,2024-02-08,pending
T000934,B008,C0017,42445.23,Equity,2024-01-11,completed
T000935,B004,C0030,29078.76,Forex,2024-02-01,completed
T000936,B008,C0009,41696.28,Commodity,2024-01-16,completed
T000937,B008,C0033,30743.53,Equity,2024-03-12,completed
T000938,B005,C0025,149986.22,Bond,2024-02-23,completed
T000939,B004,C0014,5279.18,Equity,2024-03-18,completed
T000940,B002,C0011,7978.51,Commodity,2024-03-17,completed
T000941,B003,C0035,6911.98,Commodity,2024-03-20,completed
T000942,B003,C0041,76518.49,Equity,2024-01-29,pending
T000943,B004,C0014,85016.27,Commodity,2024-03-07,completed
T000944,B004,C0030,43340.29,Forex,2024-02-18,completed
T000945,B010,C0041,129993.6,Forex,2024-02-27,completed
T000946,B005,C0004,3762.88,Equity,2024-02-26,completed
T000947,B004,C0004,268561.76,Forex,2024-02-08,completed
T000948,B010,C0028,216394.4,Forex,2024-03-16,completed
T000949,B008,C0008,66398.72,Bond,2024-02-24,failed
T000950,B006,C0002,318920.89,Equity,2024-02-09,pending
T000951,B006,C0041,1835.49,Commodity,2024-03-13,completed
T000952,B008,C0046,10029.92,Equity,2024-03-20,completed
T000953,B007,C0022,7310.34,Forex,2024-01-08,completed
T000954,B010,C0041,65004.97,Bond,2024-03-19,completed
T000955,B010,C0016,4558.68,Equity,2024-01-13,completed
T000956,B008,C0029,68613.37,Equity,2024-01-27,completed
T000957,B002,C0049,172095.39,Forex,2024-03-21,completed
T000958,B009,C0048,62492.66,Forex,2024-01-28,completed
T000959,B001,C0030,33712.59,Equity,2024-02-03,completed
T000960,B008,C0012,5004.99,Forex,2024-03-25,completed
T000961,B004,C0035,6184.02,Forex,2024-01-11,completed
T000962,B004,C0011,143548.52,Forex,2024-01-21,completed
T000963,B005,C0046,70899.84,Forex,2024-01-31,completed
T000964,B008,C0050,20774.27,Forex,2024-01-23,completed
T000965,B005,C0021,11767.96,Bond,2024-03-11,completed
T000966,B008,C0021,1054.99,Forex,2024-01-10,completed
T000967,B010,C0005,4419.23,Commodity,2024-01-21,completed
T000968,B001,C0048,387367.31,Equity,2024-01-01,completed
T000969,B010,C0020,3227.03,Bond,2024-02-22,completed
T000970,B009,C0037,29267.11,Bond,2024-02-27,completed
T000971,B006,C0003,99824.2,Forex,2024-03-29,completed
T000972,B003,C0044,3353.02,Equity,2024-03-17,completed
T000973,B008,C0033,29058.48,Commodity,2024-03-01,completed
T000974,B009,C0009,89937.77,Forex,2024-02-07,completed
T000975,B006,C0009,22443.34,Equity,2024-01-05,failed
T000976,B007,C0004,1627579.64,Forex,2024-01-30,completed
T000977,B001,C0035,1802.81,Forex,2024-02-06,completed
T000978,B005,C0017,107806.45,Forex,2024-02-06,completed
T000979,B005,C0034,16997.09,Forex,2024-03-30,completed
T000980,B010,C0024,70114.17,Forex,2024-02-28,failed
T000981,B004,C0032,42700.28,Forex,2024-01-10,completed
T000982,B006,C0001,7333.92,Forex,2024-03-28,completed
T000983,B007,C0008,31054.36,Commodity,2024-01-30,completed
T000984,B009,C0045,1357.16,Bond,2024-02-03,completed
T000985,B001,C0023,54440.91,Commodity,2024-03-21,completed
T000986,B006,C0047,34449.08,Forex,2024-03-16,completed
T000987,B007,C0040,57410.95,Forex,2024-03-25,completed
T000988,B003,C0012,107707.82,Commodity,2024-01-26,completed
T000989,B008,C0012,38232.06,Commodity,2024-02-24,completed
T000990,B005,C0046,27505.3,Bond,2024-01-15,completed
T000991,B009,C0047,5874.62,Commodity,2024-03-10,completed
T000992,B005,C0015,7567.88,Bond,2024-01-29,completed
T000993,B009,C0041,130627.09,Forex,2024-03-23,completed
T000994,B010,C0019,189947.52,Equity,2024-01-20,completed
T000995,B004,C0026,15410.96,Equity,2024-02-04,completed
T000996,B009,C0029,23600.05,Equity,2024-01-19,completed
T000997,B005,C0022,5670.76,Equity,2024-01-10,completed
T000998,B010,C0040,127916.79,Forex,2024-01-08,completed
T000999,B009,C0021,59762.0,Equity,2024-01-22,completed
T001000,B003,C0038,405074.45,Commodity,2024-02-09,failed
T001001,B004,C0020,5898.87,Commodity,2024-03-17,completed
T001002,B009,C0029,12493.8,Equity,2024-03-13,completed
T001003,B010,C0004,31168.68,Commodity,2024-02-06,completed
T001004,B006,C0007,58089.16,Bond,2024-02-26,completed
T001005,B002,C0028,15938.59,Forex,2024-01-16,completed
T001006,B007,C0028,5946.5,Equity,2024-02-29,completed
T001007,B002,C0004,82628.61,Equity,2024-03-29,completed
T001008,B002,C0022,64971.44,Forex,2024-02-08,completed
T001009,B001,C0012,5572.44,Commodity,2024-03-30,completed
T001010,B003,C0045,168242.93,Forex,2024-02-21,completed
T001011,B006,C0003,127426.89,Forex,2024-02-04,completed
T001012,B008,C0022,26942.08,Commodity,2024-03-05,completed
T001013,B009,C0044,24819.79,Forex,2024-03-10,completed
T001014,B007,C0002,50568.63,Commodity,2024-03-04,completed
T001015,B004,C0024,6047.77,Commodity,2024-02-26,completed
T001016,B006,C0034,23041.38,Forex,2024-01-11,completed
T001017,B005,C0027,872.55,Bond,2024-03-17,completed
T001018,B008,C0041,82017.14,Commodity,2024-01-06,completed
T001019,B001,C0001,2117.01,Forex,2024-02-25,completed
T001020,B001,C0008,210056.06,Commodity,2024-02-11,completed
T001021,B006,C0023,13424.27,Bond,2024-03-18,completed
T001022,B010,C0038,16034.53,Bond,2024-02-02,completed
T001023,B002,C0006,8590.39,Equity,2024-01-04,completed
T001024,B005,C0022,14298.95,Commodity,2024-01-12,completed
T001025,B001,C0025,184941.9,Commodity,2024-01-30,completed
T001026,B007,C0018,527.57,Forex,2024-03-27,completed
T001027,B001,C0017,149559.27,Commodity,2024-03-14,completed
T001028,B004,C0012,36571.89,Equity,2024-03-16,completed
T001029,B009,C0006,3602.8,Bond,2024-01-03,completed
T001030,B001,C0026,4389.77,Bond,2024-03-27,completed
T001031,B004,C0027,272280.9,Equity,2024-02-04,completed
T001032,B006,C0008,5333.38,Commodity,2024-03-14,completed
T001033,B006,C0019,3904.85,Commodity,2024-01-06,completed
T001034,B008,C0042,121293.9,Equity,2024-01-23,completed
T001035,B001,C0001,36600.94,Forex,2024-03-01,completed
T001036,B007,C0029,5394.37,Bond,2024-03-07,completed
T001037,B001,C0045,30483.4,Equity,2024-03-24,completed
T001038,B007,C0049,4728.54,Equity,2024-02-26,completed
T001039,B003,C0035,114832.76,Commodity,2024-02-05,completed
T001040,B008,C0040,108234.61,Bond,2024-01-24,completed
T001041,B003,C0014,48923.31,Commodity,2024-03-15,completed
T001042,B001,C0035,37891.86,Equity,2024-02-25,completed
T001043,B008,C0048,309211.93,Forex,2024-03-22,completed
T001044,B003,C0045,22016.1,Bond,2024-03-03,completed
T001045,B002,C0020,3741.3,Equity,2024-01-12,completed
T001046,B001,C0049,43226.58,Equity,2024-03-01,completed
T001047,B003,C0013,503364.87,Forex,2024-02-14,completed
T001048,B002,C0038,4807.16,Equity,2024-02-22,failed
T001049,B002,C0049,12807.75,Equity,2024-02-12,completed
T001050,B006,C0046,41137.24,Bond,2024-02-11,completed
T001051,B001,C0049,20315.57,Bond,2024-03-26,completed
T001052,B002,C0008,5046.98,Bond,2024-01-14,completed
T001053,B006,C0043,118514.05,Commodity,2024-01-21,completed
T001054,B003,C0020,715016.63,Forex,2024-02-12,completed
T001055,B004,C0033,29560.59,Bond,2024-02-22,completed
T001056,B001,C0026,5675.41,Commodity,2024-03-29,completed
T001057,B008,C0039,2157.18,Commodity,2024-03-04,completed
T001058,B007,C0021,32434.05,Forex,2024-02-06,completed
T001059,B007,C0049,115360.35,Forex,2024-03-25,completed
T001060,B003,C0042,44925.09,Equity,2024-02-21,completed
T001061,B010,C0043,21947.19,Commodity,2024-03-11,completed
T001062,B010,C0041,9100.57,Bond,2024-01-05,completed
T001063,B003,C0009,4280.2,Forex,2024-02-28,completed
T001064,B002,C0024,77043.62,Commodity,2024-01-12,completed
T001065,B001,C0037,86738.87,Bond,2024-02-10,completed
T001066,B007,C0049,2167.66,Commodity,2024-02-02,completed
T001067,B007,C0041,239129.01,Forex,2024-02-11,completed
T001068,B002,C0017,52109.72,Equity,2024-01-15,completed
T001069,B007,C0024,179762.53,Commodity,2024-02-21,completed
T001070,B008,C0021,2941.89,Bond,2024-03-06,completed
T001071,B001,C0039,2839.16,Forex,2024-01-01,completed
T001072,B009,C0041,17615.7,Equity,2024-03-25,completed
T001073,B007,C0039,46825.19,Bond,2024-03-10,completed
T001074,B003,C0013,325963.68,Bond,2024-02-29,completed
T001075,B008,C0011,63520.53,Bond,2024-02-22,completed
T001076,B007,C0046,15305.66,Commodity,2024-01-07,completed
T001077,B008,C0019,4724.17,Forex,2024-01-25,completed
T001078,B006,C0011,139385.79,Bond,2024-03-07,completed
T001079,B009,C0013,5181.98,Commodity,2024-02-16,completed
T001080,B005,C0046,253394.5,Forex,2024-03-20,pending
T001081,B003,C0045,14377.55,Forex,2024-03-04,completed
T001082,B003,C0001,239395.7,Commodity,2024-03-21,completed
T001083,B001,C0040,60985.84,Commodity,2024-02-26,completed
T001084,B008,C0044,17934.95,Bond,2024-01-07,completed
T001085,B002,C0019,10106.21,Forex,2024-01-27,completed
T001086,B003,C0012,13208.8,Equity,2024-02-04,completed
T001087,B008,C0008,41876.29,Commodity,2024-03-11,completed
T001088,B008,C0008,24729.07,Forex,2024-01-17,completed
T001089,B004,C0045,9038.81,Forex,2024-02-06,completed
T001090,B004,C0012,17180.89,Bond,2024-02-26,completed
T001091,B005,C0048,24781.82,Equity,2024-03-30,completed
T001092,B006,C0033,904.06,Bond,2024-03-03,completed
T001093,B005,C0045,43794.0,Equity,2024-01-16,completed
T001094,B007,C0026,5066.56,Equity,2024-01-04,completed
T001095,B002,C0039,3904.95,Commodity,2024-03-21,completed
T001096,B007,C0028,1752.82,Forex,2024-03-18,completed
T001097,B010,C0005,1493.92,Forex,2024-01-31,completed
T001098,B007,C0008,2883.7,Forex,2024-01-21,pending
T001099,B001,C0025,7604.3,Equity,2024-02-09,completed
T001100,B007,C0027,412457.61,Forex,2024-03-11,completed
T001101,B005,C0046,10008.4,Commodity,2024-01-02,completed
T001102,B003,C0023,28756.67,Equity,2024-03-11,pending
T001103,B003,C0030,40163.83,Equity,2024-02-22,completed
T001104,B004,C0045,26811.81,Equity,2024-01-12,failed
T001105,B002,C0047,19610.78,Equity,2024-01-29,completed
T001106,B002,C0023,3666.74,Commodity,2024-01-15,completed
T001107,B001,C0049,194150.97,Forex,2024-02-29,completed
T001108,B005,C0047,331305.09,Commodity,2024-01-16,completed
T001109,B004,C0020,1765.19,Forex,2024-03-23,completed
T001110,B010,C0018,4740.78,Commodity,2024-01-20,completed
T001111,B002,C0018,14476.54,Bond,2024-03-04,completed
T001112,B003,C0002,5183.28,Bond,2024-02-07,completed
T001113,B007,C0004,47049.16,Bond,2024-03-06,completed
T001114,B007,C0030,7387.85,Bond,2024-02-04,completed
T001115,B004,C0033,566699.3,Equity,2024-02-23,completed
T001116,B005,C0036,131376.55,Equity,2024-03-02,completed
T001117,B005,C0018,30298.73,Commodity,2024-03-01,completed
T001118,B006,C0037,102793.71,Commodity,2024-02-01,completed
T001119,B009,C0019,115710.96,Bond,2024-02-28,completed
T001120,B002,C0047,9452.92,Forex,2024-03-11,completed
T001121,B005,C0028,6474.81,Bond,2024-01-19,completed
T001122,B003,C0040,24765.69,Commodity,2024-02-19,completed
T001123,B004,C0020,80214.07,Bond,2024-01-25,completed
T001124,B010,C0049,27135.3,Commodity,2024-03-17,completed
T001125,B006,C0033,2068.35,Bond,2024-03-06,completed
T001126,B008,C0012,6606.2,Forex,2024-01-18,completed
T001127,B001,C0015,19713.14,Bond,2024-01-09,completed
T001128,B010,C0041,19663.15,Forex,2024-02-05,completed
T001129,B008,C0039,424561.97,Forex,2024-02-23,completed
T001130,B007,C0002,2754.57,Commodity,2024-02-13,completed
T001131,B001,C0029,47022.61,Forex,2024-03-05,completed
T001132,B002,C0041,205596.27,Equity,2024-02-04,completed
T001133,B003,C0010,664755.52,Equity,2024-01-01,completed
T001134,B001,C0002,12008.91,Equity,2024-02-06,completed
T001135,B009,C0011,46034.4,Commodity,2024-02-08,completed
T001136,B008,C0013,51773.85,Equity,2024-03-16,failed
T001137,B002,C0010,29531.79,Commodity,2024-03-15,completed
T001138,B009,C0014,18991.22,Commodity,2024-03-25,completed
T001139,B007,C0018,42360.14,Equity,2024-03-03,completed
T001140,B009,C0009,493.55,Forex,2024-01-20,completed
T001141,B006,C0039,61273.59,Bond,2024-02-27,completed
T001142,B006,C0028,26615.97,Commodity,2024-03-09,completed
T001143,B004,C0003,15776.67,Equity,2024-03-02,pending
T001144,B010,C0020,474631.17,Commodity,2024-02-14,completed
T001145,B010,C0006,8003.22,Forex,2024-02-12,completed
T001146,B002,C0027,12032.73,Forex,2024-03-11,completed
T001147,B007,C0002,436843.35,Equity,2024-03-10,completed
T001148,B005,C0029,6322.74,Commodity,2024-02-18,completed
T001149,B006,C0038,9651.1,Bond,2024-02-28,completed
T001150,B002,C0003,17667.14,Bond,2024-02-11,completed
T001151,B005,C0016,77738.17,Commodity,2024-01-25,completed
T001152,B010,C0030,30082.65,Commodity,2024-03-30,completed
T001153,B004,C0040,3168.65,Commodity,2024-01-31,completed
T001154,B009,C0002,9914.44,Equity,2024-03-14,completed
T001155,B006,C0017,8857.04,Forex,2024-02-19,completed
T001156,B002,C0041,19617.33,Bond,2024-01-30,completed
T001157,B001,C0012,41721.23,Equity,2024-02-22,completed
T001158,B005,C0035,41245.97,Commodity,2024-01-06,completed
T001159,B009,C0043,1534.53,Commodity,2024-02-10,completed
T001160,B006,C0001,108652.66,Forex,2024-03-01,completed
T001161,B010,C0045,32172.05,Commodity,2024-02-18,completed
T001162,B007,C0015,175746.53,Equity,2024-02-19,completed
T001163,B005,C0026,42885.86,Equity,2024-03-25,completed
T001164,B010,C0037,114919.19,Forex,2024-03-24,completed
T001165,B006,C0021,44347.78,Equity,2024-01-20,completed
T001166,B005,C0049,165932.88,Bond,2024-03-04,completed
T001167,B009,C0031,48212.61,Equity,2024-01-05,completed
T001168,B006,C0025,19017.73,Equity,2024-01-17,completed
T001169,B008,C0023,665738.4,Equity,2024-03-05,completed
T001170,B002,C0024,83579.68,Bond,2024-03-16,completed
T001171,B009,C0038,52084.19,Commodity,2024-02-12,completed
T001172,B005,C0028,3247.18,Equity,2024-01-13,completed
T001173,B007,C0021,3189.24,Forex,2024-02-26,completed
T001174,B010,C0043,34168.97,Bond,2024-01-13,completed
T001175,B001,C0018,27399.55,Forex,2024-03-08,completed
T001176,B010,C0036,8767.58,Equity,2024-02-28,completed
T001177,B005,C0035,27213.65,Forex,2024-01-02,completed
T001178,B010,C0045,238694.65,Equity,2024-01-19,completed
T001179,B002,C0009,62511.37,Bond,2024-02-22,completed
T001180,B006,C0038,3977.81,Forex,2024-03-24,completed
T001181,B001,C0030,18633.88,Forex,2024-01-20,completed
T001182,B003,C0044,6585.0,Equity,2024-01-10,completed
T001183,B005,C0034,12313.48,Equity,2024-03-01,completed
T001184,B004,C0032,11844.0,Commodity,2024-02-03,completed
T001185,B003,C0003,10759.36,Equity,2024-02-13,completed
T001186,B010,C0003,3351.95,Equity,2024-03-20,completed
T001187,B005,C0028,18188.01,Commodity,2024-03-29,completed
T001188,B008,C0044,9500.39,Equity,2024-02-20,failed
T001189,B004,C0015,272.01,Equity,2024-03-24,completed
T001190,B001,C0041,479001.03,Commodity,2024-01-11,completed
T001191,B007,C0023,112775.51,Bond,2024-02-12,failed
T001192,B008,C0040,12525.84,Bond,2024-03-27,completed
T001193,B003,C0011,22657.1,Equity,2024-03-09,completed
T001194,B006,C0048,3799.1,Equity,2024-02-18,completed
T001195,B002,C0032,280291.19,Commodity,2024-02-10,completed
T001196,B007,C0036,379243.23,Commodity,2024-03-21,completed
T001197,B008,C0033,27862.6,Bond,2024-03-03,completed
T001198,B006,C0024,102262.26,Forex,2024-03-10,completed
T001199,B006,C0039,28650.61,Equity,2024-01-05,completed
T001200,B005,C0034,2965.83,Forex,2024-03-20,completed
T001201,B008,C0028,11875.88,Forex,2024-01-09,completed
T001202,B001,C0037,26846.53,Commodity,2024-01-31,completed
T001203,B010,C0007,11138.67,Equity,2024-03-21,completed
T001204,B004,C0004,15867.37,Equity,2024-03-28,completed
T001205,B004,C0037,19204.51,Commodity,2024-02-06,completed
T001206,B003,C0001,19510.0,Forex,2024-01-30,completed
T001207,B003,C0001,23822.55,Commodity,2024-01-12,completed
T001208,B004,C0047,4487.69,Bond,2024-02-25,completed
T001209,B001,C0020,7513.64,Equity,2024-01-13,completed
T001210,B002,C0019,3207.1,Bond,2024-03-22,completed
T001211,B009,C0029,95484.89,Commodity,2024-01-13,failed
T001212,B010,C0010,935.92,Equity,2024-02-26,completed
T001213,B002,C0018,124291.58,Bond,2024-01-22,completed
T001214,B005,C0028,176226.27,Bond,2024-03-29,completed
T001215,B009,C0035,13998.83,Forex,2024-02-08,completed
T001216,B009,C0043,443.76,Equity,2024-01-04,completed
T001217,B008,C0047,12810.68,Bond,2024-01-06,completed
T001218,B001,C0031,20004.72,Bond,2024-02-11,completed
T001219,B001,C0027,4837.25,Forex,2024-01-08,completed
T001220,B009,C0011,10169.74,Bond,2024-02-07,completed
T001221,B008,C0049,218664.27,Bond,2024-02-15,completed
T001222,B010,C0049,59718.12,Bond,2024-02-17,completed
T001223,B009,C0038,5503.58,Forex,2024-02-25,completed
T001224,B007,C0005,2005.4,Bond,2024-01-19,completed
T001225,B003,C0008,13486.9,Bond,2024-02-01,completed
T001226,B003,C0034,15991.54,Equity,2024-03-08,failed
T001227,B002,C0048,46364.94,Equity,2024-02-22,completed
T001228,B005,C0012,9867.73,Forex,2024-03-13,completed
T001229,B003,C0038,47441.34,Commodity,2024-03-28,completed
T001230,B006,C0001,401406.96,Equity,2024-01-24,completed
T001231,B002,C0031,74850.76,Forex,2024-01-22,completed
T001232,B003,C0004,20493.59,Bond,2024-01-23,completed
T001233,B005,C0049,16735.28,Bond,2024-01-11,completed
T001234,B001,C0045,12900.1,Forex,2024-03-19,completed
T001235,B001,C0050,129438.53,Bond,2024-02-18,completed
T001236,B010,C0005,8595.81,Bond,2024-03-20,completed
T001237,B009,C0030,23572.45,Commodity,2024-03-28,completed
T001238,B007,C0024,23784.68,Bond,2024-01-31,completed
T001239,B001,C0003,10376.76,Equity,2024-03-04,completed
T001240,B008,C0011,2811.02,Bond,2024-03-15,completed
T001241,B003,C0045,35755.58,Forex,2024-01-19,completed
T001242,B008,C0004,20100.38,Commodity,2024-01-30,completed
T001243,B005,C0026,46646.85,Bond,2024-02-29,completed
T001244,B001,C0027,9893.17,Forex,2024-03-22,completed
T001245,B007,C0046,137479.75,Equity,2024-02-02,completed
T001246,B005,C0043,5912.59,Bond,2024-02-28,completed
T001247,B006,C0027,287236.28,Commodity,2024-02-02,completed
T001248,B006,C0042,1601.26,Bond,2024-03-26,completed
T001249,B008,C0050,42283.62,Forex,2024-01-02,completed
T001250,B009,C0006,44942.81,Commodity,2024-02-29,completed
T001251,B002,C0015,6678.6,Bond,2024-02-06,completed
T001252,B009,C0030,41630.61,Equity,2024-03-27,completed
T001253,B010,C0042,150133.17,Commodity,2024-03-10,completed
T001254,B009,C0037,792.17,Equity,2024-01-21,completed
T001255,B010,C0037,46822.41,Forex,2024-01-10,completed
T001256,B010,C0042,523.27,Bond,2024-02-26,completed
T001257,B007,C0037,5174.52,Equity,2024-02-14,completed
T001258,B001,C0035,253659.87,Forex,2024-03-16,completed
T001259,B007,C0023,9203.39,Bond,2024-02-08,completed
T001260,B010,C0006,3786.43,Forex,2024-03-22,completed
T001261,B005,C0004,16368.16,Equity,2024-02-24,completed
T001262,B006,C0018,489852.45,Forex,2024-03-29,completed
T001263,B010,C0009,1411.6,Commodity,2024-02-02,completed
T001264,B007,C0049,4550.69,Bond,2024-02-28,completed
T001265,B005,C0029,208177.74,Forex,2024-02-08,completed
T001266,B007,C0013,357379.5,Equity,2024-01-26,completed
T001267,B009,C0047,18861.03,Bond,2024-02-19,completed
T001268,B003,C0017,3433.79,Commodity,2024-03-02,completed
T001269,B008,C0045,510816.27,Bond,2024-01-14,completed
T001270,B002,C0032,240785.94,Commodity,2024-01-31,pending
T001271,B007,C0048,60987.27,Bond,2024-02-18,completed
T001272,B002,C0022,6511.96,Forex,2024-03-14,completed
T001273,B004,C0004,20464.68,Forex,2024-02-15,pending
T001274,B007,C0005,17317.28,Equity,2024-03-14,completed
T001275,B003,C0037,36180.55,Commodity,2024-02-07,completed
T001276,B002,C0041,194172.49,Equity,2024-03-30,completed
T001277,B010,C0049,82382.27,Forex,2024-02-07,completed
T001278,B007,C0013,4376.2,Commodity,2024-01-03,completed
T001279,B001,C0034,173640.9,Equity,2024-03-25,completed
T001280,B008,C0045,35231.58,Equity,2024-02-20,completed
T001281,B003,C0022,61734.53,Equity,2024-02-05,completed
T001282,B002,C0023,198751.64,Equity,2024-01-02,completed
T001283,B003,C0003,4157.34,Equity,2024-03-13,completed
T001284,B005,C0042,20874.04,Commodity,2024-03-28,completed
T001285,B008,C0034,9925.06,Equity,2024-01-07,completed
T001286,B010,C0032,2096.89,Commodity,2024-03-18,completed
T001287,B007,C0045,37051.53,Equity,2024-03-04,pending
T001288,B007,C0049,952966.31,Forex,2024-02-06,completed
T001289,B007,C0021,1393.93,Forex,2024-01-30,completed
T001290,B008,C0046,20985.33,Equity,2024-03-18,completed
T001291,B001,C0044,57573.31,Bond,2024-02-15,completed
T001292,B004,C0021,26492.51,Forex,2024-01-29,completed
T001293,B006,C0044,18588.68,Commodity,2024-03-22,failed
T001294,B009,C0011,3137.48,Equity,2024-01-25,completed
T001295,B002,C0039,31231.43,Commodity,2024-03-20,completed
T001296,B001,C0004,7078.76,Bond,2024-02-02,completed
T001297,B010,C0001,824.78,Equity,2024-03-27,completed
T001298,B002,C0028,132175.83,Forex,2024-03-25,completed
T001299,B007,C0024,92742.19,Commodity,2024-03-28,completed
T001300,B003,C0035,23801.2,Forex,2024-01-18,completed
T001301,B010,C0013,31058.01,Forex,2024-03-21,completed
T001302,B002,C0047,110357.13,Equity,2024-01-13,completed
T001303,B007,C0034,30838.2,Commodity,2024-03-21,completed
T001304,B002,C0011,85479.03,Bond,2024-03-23,completed
T001305,B003,C0036,14097.84,Forex,2024-01-06,completed
T001306,B007,C0017,157625.24,Equity,2024-02-09,completed
T001307,B004,C0035,35638.39,Equity,2024-02-26,completed
T001308,B001,C0018,29468.52,Bond,2024-01-05,pending
T001309,B005,C0040,3277.74,Equity,2024-03-15,completed
T001310,B009,C0022,33875.04,Forex,2024-02-16,pending
T001311,B008,C0024,6323.75,Equity,2024-01-17,completed
T001312,B009,C0019,8455.53,Commodity,2024-01-12,failed
T001313,B010,C0037,6482.99,Commodity,2024-02-07,completed
T001314,B009,C0039,4449.95,Forex,2024-02-11,pending
T001315,B007,C0021,533469.46,Commodity,2024-02-23,completed
T001316,B004,C0008,162268.65,Bond,2024-01-23,completed
T001317,B005,C0028,392601.84,Equity,2024-01-26,completed
T001318,B001,C0005,3518.03,Forex,2024-01-17,completed
T001319,B001,C0017,24511.08,Bond,2024-03-10,completed
T001320,B003,C0037,3164.46,Equity,2024-02-16,completed
T001321,B008,C0036,7757.83,Bond,2024-03-08,pending
T001322,B002,C0019,5556.98,Forex,2024-03-05,completed
T001323,B004,C0027,141403.96,Forex,2024-02-04,completed
T001324,B002,C0034,12156.94,Bond,2024-01-22,completed
T001325,B005,C0011,109378.43,Equity,2024-02-02,completed
T001326,B009,C0045,54512.28,Commodity,2024-03-02,completed
T001327,B001,C0047,697639.75,Commodity,2024-02-07,completed
T001328,B005,C0012,2394.27,Bond,2024-02-13,completed
T001329,B009,C0021,145633.7,Forex,2024-01-15,completed
T001330,B001,C0011,122965.77,Equity,2024-02-29,completed
T001331,B009,C0039,5115.0,Equity,2024-01-10,completed
T001332,B008,C0028,99777.7,Forex,2024-01-19,completed
T001333,B004,C0005,36468.98,Commodity,2024-01-29,completed
T001334,B010,C0017,15658.76,Equity,2024-03-27,completed
T001335,B005,C0020,6400.28,Bond,2024-03-27,completed
T001336,B005,C0041,7490.09,Commodity,2024-02-20,completed
T001337,B006,C0046,476735.99,Bond,2024-03-12,completed
T001338,B007,C0012,22049.04,Commodity,2024-02-16,completed
T001339,B008,C0006,71196.22,Forex,2024-01-12,completed
T001340,B008,C0017,6725.43,Bond,2024-02-20,completed
T001341,B002,C0019,6837.79,Bond,2024-01-02,completed
T001342,B009,C0026,111633.58,Forex,2024-02-03,completed
T001343,B007,C0048,2909.21,Bond,2024-03-09,completed
T001344,B004,C0044,11815.64,Commodity,2024-01-16,completed
T001345,B004,C0044,23179.91,Equity,2024-02-28,completed
T001346,B008,C0032,26031.4,Equity,2024-02-17,completed
T001347,B004,C0006,16837.44,Forex,2024-03-27,completed
T001348,B006,C0036,39883.97,Commodity,2024-03-27,completed
T001349,B005,C0038,62273.03,Bond,2024-02-03,completed
T001350,B003,C0011,66300.74,Bond,2024-03-15,completed
T001351,B010,C0033,5020.55,Equity,2024-02-18,completed
T001352,B002,C0024,14382.5,Bond,2024-03-22,completed
T001353,B009,C0023,132209.66,Equity,2024-02-17,completed
T001354,B010,C0015,84285.98,Forex,2024-01-14,completed
T001355,B009,C0027,2809.36,Bond,2024-03-27,completed
T001356,B001,C0011,37317.58,Commodity,2024-01-30,completed
T001357,B010,C0050,1133.04,Bond,2024-03-01,completed
T001358,B003,C0017,23633.07,Equity,2024-01-04,completed
T001359,B008,C0014,379515.43,Forex,2024-03-20,completed
T001360,B006,C0027,5314.32,Equity,2024-03-12,completed
T001361,B005,C0018,6301.33,Bond,2024-02-11,completed
T001362,B005,C0028,69289.22,Equity,2024-03-19,completed
T001363,B006,C0047,2177.21,Equity,2024-01-29,completed
T001364,B007,C0047,8525.93,Forex,2024-03-23,completed
T001365,B001,C0004,53887.93,Commodity,2024-01-09,completed
T001366,B009,C0007,8506.38,Bond,2024-03-22,completed
T001367,B003,C0045,15460.52,Forex,2024-02-29,completed
T001368,B004,C0035,67257.15,Commodity,2024-03-30,completed
T001369,B010,C0048,41453.15,Equity,2024-02-08,completed
T001370,B001,C0009,32867.11,Commodity,2024-03-24,completed
T001371,B010,C0008,13244.22,Equity,2024-02-22,completed
T001372,B003,C0045,38372.32,Equity,2024-01-15,completed
T001373,B002,C0017,18295.33,Forex,2024-01-18,completed
T001374,B002,C0017,43770.2,Equity,2024-01-06,completed
T001375,B001,C0049,10452.56,Forex,2024-01-05,completed
T001376,B008,C0033,16749.88,Commodity,2024-02-08,completed
T001377,B003,C0032,4989.36,Commodity,2024-03-04,pending
T001378,B003,C0008,20899.67,Equity,2024-01-15,completed
T001379,B006,C0019,6525.67,Forex,2024-01-13,completed
T001380,B008,C0038,4141.98,Equity,2024-01-31,pending
T001381,B009,C0003,32467.4,Forex,2024-03-09,completed
T001382,B009,C0005,30306.26,Forex,2024-01-18,completed
T001383,B004,C0013,71275.69,Forex,2024-02-19,completed
T001384,B005,C0047,11536.97,Commodity,2024-02-28,completed
